building,prper,names,rents,locs2,schools,locs1,lines,sales,years,houses,comper,url,build,prices,counts,devloper,discribe
3栋,0.5元/平米/月,赛顿大厦,12,新兴街,昆明路小学,和平,3号线吴家窑站,, / 1990年建成,546户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046429048/,板楼,39714,14,无开发商,容积率/1.5  绿化率/10%
5栋,0.5元/平米/月,建设路,7,小白楼,二十中附小,和平,1号线小白楼站,, / 1994年建成,336户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046982605/,板楼,29123,5,无开发商,暂无容积率信息  暂无绿化率信息
4栋,1元/平米/月,福泰温泉公寓,3,体育馆街,岳阳道小学,和平,3号线西康路站,, / 1997年建成,366户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046436236/,板楼,27984,5,天津市和平区建设开发公司,容积率/2.3  绿化率/27.6%
1栋,0.75元/平米/月,四平里,3,劝业场,,和平,1号线鞍山道站,, / 1998年建成,132户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045944798/,板楼,28916,5,天津建委,容积率/2.12  绿化率/20%
4栋,0.2元/平米/月,天新北里,5,南营门街,,和平,3号线西康路站,, / 1997年建成,88户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045945769/,板楼,27879,5,无开发商,容积率/4.24  绿化率/10%
1栋,暂无信息,保定道29号,0,小白楼,,和平,,, / 未知年建成,30户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211787792823248/,板楼,86000,6,暂无信息,暂无容积率信息  暂无绿化率信息
6栋,0.15元/平米/月,建津里,3,南营门街,,和平,3号线西康路站,, / 1997年建成,538户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045952553/,板楼,24920,5,天津市和平区建设开发公司,容积率/1.64  绿化率/10%
1栋,1.2元/平米/月,三乐里,14,新兴街,,和平,3号线西康路站,, / 1998年建成,477户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045942434/,板楼,26436,5,无开发商,容积率/1.7  绿化率/15%
15栋,0.5元/平米/月,大理道,7,体育馆街,,和平,1号线小白楼站,, / 1990年建成,316户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045865592/,板楼,54254,6,天津市和平区建设开发公司,容积率/0.8  绿化率/20%
1栋,0.45元/平米/月,尚友里,2,体育馆街,,和平,1号线营口道站,, / 1988年建成,306户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046429573/,板楼,54030,6,无开发商,暂无容积率信息  暂无绿化率信息
1栋,0.7元/平米/月,明源里,1,小白楼,二十中附小,和平,津滨9号线十一经路站,, / 1991年建成,396户,天津丰达物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211045821921/,板楼,24522,5,天津市和平区建设开发公司,容积率/1.6  绿化率/10%
4栋,0.5元/平米/月,岳阳道,2,新兴街,岳阳道小学,和平,3号线西康路站,, / 1991年建成,156户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046982103/,板楼,45609,6,无开发商,容积率/1.5  绿化率/10%
2栋,0.5元/平米/月,松月村,1,南营门街,和平区中心小学,和平,1号线鞍山道站,, / 1988年建成,64户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045945178/,板楼,44151,6,天津市和平区建设开发公司,容积率/1.55  绿化率/10%
